sample	007_4640a	008_4655a	010_4671a	026_4858a	032_4883a	043_4947a	051_4967a	056_4978a	085_5110a	093_5162a	100_5150a	128_5318a	149_5373a	150_5340a	161_5469a	179_5504a	185_5554a	195_5610a	198_5605a	213_5692a	216_5714a	218_5723a	223_5732a	229_5764a	234_5779a	284_5789a	285_5792a	291_5865a	LA_RV_355_5908a_S22	LA_RV_373_5965a_S40
PWY-8182: valproate &beta;-oxidation	0.000404822	0.000121203	0.000308802	0.000327202	7.62914e-05	0.000341627	9.30661e-05	0.000993551	6.00695e-05	0.000608141	0.00012506	9.00273e-05	0.000207671	4.93098e-05	0.000126676	0.000707872	0.00224765	4.65745e-05	9.52716e-05	6.76109e-05	6.36365e-05	0.000100317	0.00068178	0.00111799	6.22457e-05	6.59236e-05	8.98174e-05	5.04156e-05	9.03316e-05	7.97492e-05
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0.00397301	0.00246591	0.00100477	0.0015295	0.00326811	0.000973302	0.00211425	0.00278452	0.00176671	0.00147572	0.00211963	0.00131061	0.00362076	0.00225278	0.00186521	0.000505053	0.0024065	0.00157285	0.00140011	0.00135875	0.00189962	0.00151635	0.00160904	0.00100246	0.00258399	0.00191744	0.00180893	0.00253688	0.00148865	0.0021585
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	0.000131171	0.000299271	0.000104334	0.00012085	0.000150548	7.9377e-05	0.000253364	0.000121428	0.000304146	0.000136875	0.000302346	5.83388e-05	0.000230923	0.000181421	0.000127264	2.48308e-05	3.73478e-05	8.82742e-05	9.44106e-05	7.5146e-05	0.000217242	0.000144013	0.000541801	1.56788e-05	0.000115832	5.97532e-05	5.94443e-05	0.000476142	0.000231268	0.000110918
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	0.000131171	0.000299271	0.000104334	0.00012085	0.000150548	7.9377e-05	0.000253364	0.000121428	0.000304146	0.000136875	0.000302346	5.83388e-05	0.000230923	0.000181421	0.000127264	2.48308e-05	3.73478e-05	8.82742e-05	9.44106e-05	7.5146e-05	0.000217242	0.000144013	0.000541801	1.56788e-05	0.000115832	5.97532e-05	5.94443e-05	0.000476142	0.000231268	0.000110918
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	6.95857e-05	0.000198559	0.000220555	0.000400823	0.000423699	0.000253487	0.000283	0.000163935	0.000244198	0.000141021	0.000185728	0.000153497	0.000345291	5.68913e-05	0.00018252	6.04846e-05	0.000160003	0.000334395	0.000212219	0.000202258	0.000241481	0.000232823	0.000532972	7.5378e-05	0.000737997	0.000204472	0.000188906	0.000708279	5.07913e-05	0.000448919
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.00219564	0.000273119	0.000655081	0.000517305	0.000767493	0.000930496	0.000344382	0.000998687	0.00130525	0.00167951	0.000910693	0.0011484	0.00120342	0.000534216	0.00102902	0.00115121	0.00192694	0.000439586	0.000708563	0.000926795	0.000988937	0.000611742	0.00125766	0.00119322	0.000795149	0.000844972	0.000696504	0.000964328	0.00138281	0.00123293
PWY-822: fructan biosynthesis	3.7042e-05	0.0	4.13776e-05	9.39975e-06	0.0	8.0167e-06	0.0	5.12395e-05	6.9289e-06	0.0	0.00109164	0.0	0.0	1.24721e-05	0.0	1.22936e-05	7.0467e-05	0.0	8.98851e-05	0.0	1.54514e-05	0.00013892	0.0	2.14428e-05	5.38705e-05	1.55757e-05	2.48755e-05	3.50611e-05	5.67842e-05	0.0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.00216971	0.00535478	0.00449324	0.00434239	0.00334399	0.0042711	0.00610654	0.00695469	0.00355931	0.00420907	0.00461351	0.00450437	0.00410504	0.00364103	0.00388327	0.00339191	0.00506897	0.00606707	0.0054115	0.00601744	0.00496208	0.00471904	0.00503278	0.00403966	0.00460658	0.00437569	0.00476085	0.00606766	0.00305467	0.00560042
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	9.20599e-06	0.0	0.0	0.0	9.56559e-06	6.06834e-05	0.0	0.0	0.0	3.44827e-05	7.82079e-05	0.0	0.0	1.35302e-05	0.0	1.57083e-05	9.02459e-05	0.0	0.0	0.0	0.0	1.18262e-05	0.0	4.80191e-05	0.0	2.55933e-05	1.03265e-05	0.0	2.18741e-05	0.0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0.00369884	0.0024471	0.00205759	0.00381353	0.00199506	0.00302879	0.00119158	0.00143606	0.00237839	0.00212114	0.00356098	0.00176029	0.00249551	0.00130269	0.00315578	0.00485761	0.0032282	0.00179151	0.00320291	0.00183997	0.00176947	0.00363464	0.00173716	0.00255107	0.00146862	0.00216114	0.00198994	0.00233018	0.00142378	0.00187244
PWY0-1061: superpathway of L-alanine biosynthesis	0.0021616	0.00236926	0.00214353	0.00389986	0.00406808	0.0031951	0.00231021	0.000563546	0.00187417	0.0024443	0.00203428	0.00133612	0.00340845	0.00220028	0.00263878	0.00121892	0.00210353	0.00261865	0.00360654	0.00211848	0.00191039	0.00295353	0.00199404	0.0016346	0.00123042	0.00405449	0.00384798	0.00246103	0.00156147	0.00174573
PWY0-1221: putrescine degradation II	0.0	0.0	0.0	2.5552e-05	0.0	0.0	0.0	0.0	0.0	6.27826e-05	0.0	0.0	1.09703e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23233e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.00125934	0.000188755	0.000592342	0.000283114	0.00046091	0.000402186	0.000406684	0.000991918	0.000515304	0.00053493	0.000377072	0.000424524	0.000444817	0.000311972	0.00033673	0.000470814	0.000751052	0.000615961	0.000329471	0.00022277	0.000704127	0.000335631	0.000547739	0.000458146	0.000752702	0.00033594	0.000338389	0.000384202	0.000242444	0.000350731
PWY0-1261: anhydromuropeptides recycling I	0.00261664	0.000821971	0.00177072	0.00151326	0.00199379	0.00180535	0.000595776	0.000981489	0.000825273	0.00141509	0.000618161	0.000147924	0.000906968	0.000749768	0.00127491	0.000550862	0.0017561	0.000879747	0.00117558	0.000830909	0.00173815	0.00126149	0.00172109	0.000761829	0.00134931	0.00194469	0.00196265	0.000324678	0.000304775	0.00197571
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000274798	0.0	0.000412376	0.0	0.0	0.000194134	0.0	0.0	0.000300835	0.0	0.0	0.0	0.0	0.0	0.0	0.000256685	0.000599861	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1296: purine ribonucleosides degradation	0.00414582	0.00911806	0.00764692	0.00659665	0.00782348	0.00630581	0.00665862	0.00334527	0.00921431	0.00670806	0.00655489	0.0059315	0.0074606	0.00723937	0.00768918	0.00507975	0.00531908	0.00590792	0.00633704	0.00710315	0.00763536	0.00627915	0.0064027	0.00686152	0.00760079	0.005653	0.00575095	0.00624786	0.00685256	0.00807743
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.00329731	0.00358499	0.00486223	0.00416767	0.00531544	0.00462784	0.00398445	0.00232527	0.00492888	0.00486084	0.00565724	0.00308024	0.00527211	0.00404627	0.00397359	0.00247042	0.00241845	0.00411746	0.00410248	0.00403085	0.00508856	0.00353306	0.00361592	0.00436134	0.00407017	0.00460166	0.00463776	0.00338272	0.00344066	0.00474186
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.00302074	0.00265162	0.0030442	0.00234417	0.00316595	0.00278516	0.0014433	0.00142761	0.00420713	0.00195445	0.0017131	0.0020545	0.00277637	0.00257892	0.00238951	0.00180527	0.00247692	0.00184937	0.00215094	0.002373	0.00275669	0.0025058	0.00235067	0.00260324	0.00249411	0.00207498	0.00200498	0.00184377	0.00207483	0.00308692
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.00665051	0.00865888	0.00841756	0.00749215	0.00847887	0.00778455	0.00991602	0.00528571	0.00931603	0.00831511	0.00631463	0.00788653	0.00849774	0.00858763	0.00810987	0.00702968	0.00700665	0.00750986	0.00785806	0.00884966	0.00888888	0.00723231	0.0092909	0.00817127	0.00838472	0.00794088	0.00782499	0.00803973	0.0100459	0.00934376
PWY0-1337: oleate &beta;-oxidation	0.001501	0.0	0.0	0.0	0.0	0.0	0.0	6.98857e-05	0.0	3.17091e-05	0.0	0.0	0.0	0.0	0.0	0.000126156	0.000741115	0.0	0.0	0.0	0.0	0.0	3.57179e-05	3.47057e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1338: polymyxin resistance	0.00155519	0.0	0.0	4.89976e-05	0.0	0.0	0.0	0.000163578	0.0	0.00030978	0.0	0.0	4.00823e-05	0.0	0.0	0.000138589	0.000613825	0.0	0.0	0.0	0.0	0.0	6.68949e-05	0.000291844	1.19162e-05	0.0	0.0	0.0	0.0	1.16631e-05
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0.00207846	8.38851e-05	0.000118352	7.13311e-05	8.35171e-05	3.48898e-05	3.32274e-05	0.000235455	2.67822e-05	0.000389092	5.52988e-05	3.65802e-05	0.000254497	3.00639e-05	7.75755e-05	0.000402752	0.00118113	0.0	4.53699e-05	5.86966e-05	0.000271891	0.00018233	0.000163332	0.000421549	0.000352442	2.24284e-05	4.81482e-05	7.4802e-05	4.76008e-05	7.0786e-05
PWY0-1477: ethanolamine utilization	0.00377365	0.00246326	0.00400488	0.00322334	0.00464654	0.00459038	0.00312713	0.00210774	0.00366572	0.00434802	0.00514091	0.00212409	0.00423126	0.00281641	0.00298916	0.00171602	0.00265316	0.00392028	0.00331487	0.00286846	0.00419147	0.00266333	0.00291976	0.00311781	0.00334929	0.0043701	0.00434026	0.00253671	0.00228229	0.0037862
PWY0-1479: tRNA processing	0.00387026	0.00204865	0.00250811	0.00163969	0.00153676	0.00146909	0.00123076	0.000990166	0.00241625	0.00213858	0.0016475	0.00194088	0.00212602	0.00105704	0.00249491	0.00186616	0.00221324	0.00102554	0.00228858	0.00189163	0.002415	0.00217124	0.00191224	0.00227656	0.00147204	0.00137521	0.00124943	0.000915866	0.00169085	0.00143719
PWY0-1533: methylphosphonate degradation I	0.000924387	0.0	1.36819e-05	3.20985e-05	4.60781e-05	4.83982e-05	5.8412e-06	9.94951e-05	2.0378e-05	0.000149209	0.0	0.0	6.17176e-05	9.55998e-06	0.000102739	2.9388e-05	0.00031324	2.26356e-05	0.0	0.0	2.51745e-05	0.0	5.95737e-05	0.000176965	3.19751e-05	1.16182e-05	9.51064e-06	5.61707e-06	0.0	3.32694e-05
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.0118103	0.00654727	0.00743227	0.006999	0.00709186	0.0109512	0.0076619	0.00704718	0.00718328	0.00604207	0.00732813	0.00721068	0.00630956	0.00617857	0.00676324	0.00864935	0.00948115	0.00904823	0.00782508	0.00777171	0.00749424	0.00744313	0.00705366	0.00944596	0.00608572	0.00648378	0.00640495	0.00730955	0.00724164	0.00815871
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.00165401	0.00238465	0.0034526	0.00359903	0.00274748	0.00350125	0.00260412	0.00341761	0.0024944	0.00375259	0.00342772	0.00278983	0.00352948	0.00182472	0.00338482	0.00469026	0.00368081	0.00490924	0.00411741	0.00278832	0.00228157	0.00408255	0.00379009	0.00193911	0.00417984	0.00387263	0.00419572	0.00366898	0.00203265	0.0039456
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.00141381	0.000415813	0.000589097	0.000264742	0.000528063	0.000317271	0.000149791	0.000628337	0.000604086	0.00133673	0.000434174	0.000370019	0.000980925	0.000396065	0.000299089	0.000689573	0.00185381	0.000509285	0.000157327	0.000480539	0.000469332	0.000184322	0.000610826	0.00156796	0.000528772	0.000199006	0.000203947	0.000170037	0.000252787	0.000813465
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	0.00271467	0.0	7.63442e-05	0.000128908	6.60368e-06	3.11371e-06	0.0	0.000676146	6.82024e-05	0.000269914	0.0	3.46985e-05	4.46137e-05	3.80633e-05	8.03988e-07	0.000331883	0.00124561	0.0	0.0	3.32406e-05	2.84527e-05	4.06325e-05	0.000181274	0.000561937	0.0	2.6395e-06	1.49834e-06	0.0	0.0	6.46477e-06
PWY0-321: phenylacetate degradation I (aerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3631e-05	0.0	0.0	0.0	0.0	0.0	3.63834e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.82718e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-41: allantoin degradation IV (anaerobic)	0.000321832	0.0	1.65571e-05	0.0	3.2609e-05	1.16557e-05	1.66525e-05	6.20976e-05	1.86399e-05	8.11275e-05	1.58805e-05	0.0	6.42599e-06	1.48494e-05	0.0	1.9797e-05	0.000161826	0.0	3.79767e-05	0.0	0.0	0.0	2.68531e-05	5.59514e-05	2.01572e-06	2.84541e-05	4.78757e-05	0.0	0.0	1.33072e-05
PWY0-42: 2-methylcitrate cycle I	0.00130846	0.0	2.52479e-06	9.03682e-06	0.0	1.19164e-05	0.0	9.21465e-05	0.0	0.000127209	0.0	0.0	2.06398e-05	0.0	0.0	8.43769e-05	0.000551855	0.0	0.0	0.0	0.0	0.0	0.0	0.000175209	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-461: L-lysine degradation I	0.000426267	0.0	0.0	0.0	0.0	0.0	0.0	0.000109079	0.0	6.42508e-05	0.0	0.0	1.12181e-05	0.0	0.0	0.000126487	0.000679715	0.0	0.0	0.0	0.0	0.0	4.85993e-05	0.000106337	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-781: aspartate superpathway	0.00351534	0.00207893	0.0024433	0.00263583	0.00272082	0.00260586	0.00136586	0.00155569	0.000415731	0.0027492	0.00328637	0.0013411	0.00301727	0.00117091	0.00306007	0.00228096	0.00272692	0.00177237	0.00224058	0.00167347	0.00232665	0.00253929	0.0024193	0.00154094	0.00240408	0.00306573	0.00292677	0.0020919	0.000824685	0.0020338
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.00338532	0.00291295	0.00269182	0.0025209	0.00271767	0.00182588	0.00146647	0.00658728	0.000147303	0.00182777	0.00192194	0.00012604	0.00133053	0.000824829	0.00139891	0.00056239	0.00330072	0.00292808	0.00298793	0.000867606	0.00236804	0.00330856	0.00304559	0.00130262	0.00208859	0.00244836	0.00233492	0.00168523	0.000580767	0.00158869
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.00369839	0.000637241	0.00067927	0.000812623	0.000807355	0.00102419	0.0007929	0.00112192	0.000687633	0.00214782	0.00163197	0.000419148	0.00152703	0.000230617	0.00104307	0.00114026	0.0025588	0.000434344	0.000773482	0.000370932	0.000699329	0.00103273	0.00112542	0.00191888	0.00162768	0.00128839	0.00126313	0.000403246	0.00240609	0.000688067
PWY1G-0: mycothiol biosynthesis	0.0	0.0	1.79028e-05	6.46235e-06	0.0	2.17813e-05	0.0	2.95621e-05	0.000152777	0.0	1.54792e-05	4.34406e-05	0.0	4.31542e-05	0.000125329	0.0	9.35875e-06	0.0	3.42171e-05	0.000179797	0.0	1.72022e-05	2.15101e-05	1.16538e-05	6.53056e-05	0.0	0.0	4.77455e-05	6.06938e-05	0.000192119
PWY1ZNC-1: assimilatory sulfate reduction IV	0.00228258	0.000629394	0.000446796	0.000750302	0.000810845	0.000910476	0.000301921	0.00082775	0.00138029	0.00144668	0.000623904	0.00248175	0.00109552	0.000391319	0.000982992	0.000574852	0.00124932	0.00129934	0.000593218	0.00106074	0.000590985	0.000505789	0.00154207	0.000632649	0.00111791	0.00133145	0.00124487	0.00119569	0.00251341	0.00131127
PWY3DJ-12: ceramide de novo biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	8.14441e-06	0.0	0.0	8.186e-05	0.0	0.0	3.8621e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY3O-19: ubiquinol-6 biosynthesis (late decarboxylation)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0.00231169	0.000284528	0.000711698	0.000198002	0.000512882	0.000496423	0.000111126	0.000641584	0.00046605	0.00041437	0.000453184	0.000255663	0.000672818	0.000234468	0.000512573	0.00126591	0.00156007	0.000584996	0.000765112	0.000580802	0.000623391	0.000406789	0.00071679	0.00144189	0.000435442	0.000253574	0.000271777	0.000728963	0.000296238	0.00117689
PWY3O-4108: L-tyrosine degradation III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY490-3: nitrate reduction VI (assimilatory)	0.0	2.41822e-05	1.38112e-05	1.73696e-05	7.09551e-06	3.76697e-05	3.53977e-05	0.0	7.51621e-06	0.0	1.89864e-05	3.34733e-06	2.8759e-05	8.11448e-06	2.57639e-05	1.76606e-05	1.93178e-05	0.0	1.76344e-05	2.08805e-05	2.90193e-05	1.62528e-05	2.40658e-05	1.52084e-05	0.0	7.53076e-06	7.07157e-06	6.66009e-06	2.48288e-05	2.25731e-05
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.00574918	0.00320294	0.00392217	0.00294683	0.0035929	0.00310285	0.00138235	0.00289235	0.00118842	0.00313883	0.0010445	0.00376835	0.00204533	0.00118301	0.00201693	0.00163128	0.00401789	0.00365967	0.00378196	0.00457016	0.00320132	0.00351536	0.00292461	0.00456801	0.00250834	0.00257861	0.00292279	0.00243735	0.00247639	0.00302439
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.00574918	0.00320294	0.00392211	0.00294683	0.00359276	0.00310285	0.00138235	0.00289235	0.00118842	0.00313868	0.00104439	0.00376772	0.00204533	0.00118301	0.00201693	0.00163125	0.00401734	0.00365967	0.00378196	0.00457016	0.00320132	0.00351536	0.00292461	0.0045674	0.00250829	0.00257848	0.00292271	0.00243735	0.00247624	0.00302439
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.00382889	0.00243723	0.00335987	0.00242492	0.0032535	0.00385396	0.00214041	0.0020321	0.00320315	0.0029819	0.00267382	0.00170838	0.00359296	0.00226443	0.00286491	0.000919868	0.00212063	0.00257346	0.00252991	0.00227779	0.00305258	0.00162118	0.00281157	0.00247342	0.00307487	0.00302601	0.00309791	0.00197292	0.00184169	0.00289579
PWY5F9-12: biphenyl degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19744e-05	0.0	0.0	0.0	0.0	1.84124e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0964e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.39468e-06
PWY66-367: ketogenesis	4.22922e-06	0.0	0.0	7.26574e-06	2.74484e-05	5.03861e-05	0.0	0.0	0.0	3.99728e-05	6.60003e-05	0.0	0.000108636	0.0	0.0	2.91e-05	3.88772e-05	2.77166e-05	0.0	1.19357e-05	0.0	0.0	0.0	0.0	3.78261e-05	8.49398e-06	0.0	0.0	1.29752e-05	0.0
PWY66-388: ceramide degradation by &alpha;-oxidation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-389: phytol degradation	0.00165876	0.00190838	0.0029135	0.0029729	0.00369549	0.00318682	0.00268293	0.00312206	0.00315712	0.00199596	0.00164844	0.0023955	0.00276066	0.00275163	0.00224161	0.00190579	0.00100224	0.00277512	0.00287776	0.00240654	0.00263852	0.00216819	0.00199676	0.00339355	0.00295654	0.0028292	0.00282737	0.00288381	0.00203507	0.00319071
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	2.59582e-05	5.85779e-05	8.45611e-05	0.000117296	6.63929e-05	6.74309e-05	7.99426e-05	2.13241e-05	5.16379e-05	4.61461e-05	3.20912e-05	3.60075e-05	5.10633e-05	2.81796e-05	3.67257e-05	0.000112857	3.8546e-05	3.32725e-05	1.04287e-05	2.92723e-05	4.73992e-05	1.10087e-05	6.93892e-06	9.99577e-05	3.64876e-05	3.77742e-05	2.51579e-05	0.0	1.39563e-05	4.77679e-05
PWY66-398: TCA cycle III (animals)	0.00186203	0.00022902	0.000232359	0.000142222	0.000169304	0.0	0.0	0.0	0.0	0.000194269	0.0	0.0	0.000208079	0.0	0.0	0.000192557	0.000954573	0.0	0.000136101	6.89251e-05	0.000279345	0.000176621	0.000164871	0.000102475	0.000119666	7.58577e-05	6.69925e-05	3.91895e-05	0.0	0.000149303
PWY66-399: gluconeogenesis III	0.000780806	0.000818172	0.00203061	0.00202272	0.00268427	0.00195709	0.00113574	0.00140475	0.00189031	0.00158276	0.00185342	0.00123732	0.00262454	0.00119862	0.0022636	7.73407e-05	0.000835806	0.00151174	0.00114977	0.00162637	0.00160606	0.00121896	0.0030556	0.000894843	0.00367538	0.00201804	0.00189893	0.00172421	0.0012429	0.00288045
PWY66-409: superpathway of purine nucleotide salvage	0.00187915	0.000777693	0.00105097	0.00166558	0.00106613	0.000979539	0.00408783	0.00106056	0.0013921	0.0018052	0.00383599	0.000890076	0.0014098	0.00192017	0.00188663	0.0011443	0.00289083	0.00061357	0.00146801	0.00182782	0.0034534	0.00301315	0.00206052	0.00254758	0.00191328	0.00277312	0.00298721	0.00157963	0.00160084	0.00252703
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	0.00536927	0.00508108	0.00577618	0.00498363	0.00532194	0.00751705	0.00549269	0.00515788	0.00490201	0.00525095	0.00702973	0.00456171	0.00680433	0.00456566	0.00409643	0.0032177	0.00470041	0.00545666	0.00579319	0.00509857	0.00652968	0.00535048	0.00581232	0.00518094	0.00463188	0.00570854	0.00591569	0.00558805	0.00415986	0.00539181
PWY66-430: myristate biosynthesis (mitochondria)	4.6882e-06	3.39871e-05	4.23163e-05	3.25886e-05	3.10542e-05	0.0	0.0	0.0	0.0	0.000612137	0.0	0.0	0.000142268	2.27849e-05	0.0	0.000131307	0.0	0.0	0.000103956	0.0	0.0	0.0	0.000276807	0.000847262	5.38488e-05	2.99433e-05	2.98967e-05	0.0	0.0	3.33171e-05
PWY6666-2: dopamine degradation	5.47585e-05	5.55549e-05	2.75397e-05	1.83372e-05	2.10353e-05	5.21327e-05	2.58952e-05	1.37922e-05	2.34107e-05	1.68845e-05	1.72935e-05	3.33574e-05	9.30367e-06	7.36017e-06	3.02415e-05	0.0	5.40464e-06	2.3516e-05	9.53246e-06	2.93266e-05	2.97073e-05	4.32343e-06	5.18607e-05	2.29719e-05	1.27849e-05	1.74397e-05	2.06702e-05	2.52577e-05	1.06532e-05	3.76546e-05
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0.00215456	0.00034989	0.000748353	0.000255096	0.000603287	0.000607913	0.000151058	0.000632638	0.000585751	0.000508064	0.000576287	0.000336009	0.000745913	0.000309484	0.000617479	0.0013806	0.00145541	0.000538398	0.00071148	0.000693368	0.000721306	0.000469555	0.00081068	0.00150223	0.000542845	0.000325737	0.000345078	0.00080149	0.000391535	0.00127144
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0.00319383	0.00180385	0.00226058	0.00249828	0.00267978	0.00446415	0.00479109	0.00334385	0.00379659	0.00398365	0.00389763	0.00419255	0.00469229	0.00424082	0.00318211	0.00428874	0.00352044	0.00295224	0.00258158	0.00345423	0.00325133	0.0022428	0.00317955	0.00429329	0.00494097	0.00345624	0.00363356	0.00343665	0.00526477	0.00401542
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.0023437	0.00234842	0.00222216	0.0019086	0.00218014	0.00154392	0.00123532	0.00685764	0.000116471	0.00154533	0.00138809	9.7867e-05	0.00108433	0.000601941	0.00112706	0.000409497	0.00284977	0.00246397	0.00247005	0.000698624	0.00187946	0.00250719	0.002827	0.000934877	0.0018911	0.00195582	0.00186757	0.00142027	0.000459255	0.00125374
REDCITCYC: TCA cycle VI (Helicobacter)	0.00054208	0.000427464	0.000507492	0.000332076	0.000625303	0.000694108	0.000135845	0.000361982	0.000483357	0.000647766	0.000272136	0.000472075	0.000592397	0.000284245	0.000459677	0.000339062	0.00114704	0.00026644	0.000322263	0.000283562	0.000334301	0.00025155	0.000661458	0.000655235	0.000399209	0.000243536	0.000236755	0.000156437	0.000289762	0.000740485
RHAMCAT-PWY: L-rhamnose degradation I	0.00286156	0.00250404	0.00336673	0.00210405	0.00271087	0.00275671	0.00198658	0.00666099	0.0029933	0.00243375	0.00123606	0.00499733	0.00183484	0.00242597	0.00247308	0.000873724	0.00414368	0.00479406	0.0029106	0.00410439	0.00226278	0.00150662	0.00227551	0.00565829	0.00193306	0.00215426	0.00235155	0.00202399	0.00285761	0.00249359
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.00288323	0.00266968	0.00412547	0.00163007	0.00340103	0.00407171	0.00373975	0.00411743	0.00465991	0.00392896	0.00246388	0.00609388	0.00316055	0.00448016	0.00327767	0.00153766	0.00428098	0.00522793	0.00234136	0.00304975	0.00288128	0.00210965	0.00537454	0.00400648	0.00534307	0.00347799	0.00320415	0.00291215	0.00522093	0.00325845
RUMP-PWY: formaldehyde oxidation I	1.7678e-05	6.23649e-05	0.000101349	0.0	4.15346e-05	0.000102866	3.24899e-05	0.000131562	0.000478288	4.33574e-05	3.06055e-05	2.47739e-05	5.44789e-05	2.71569e-05	3.68396e-05	0.0	7.98594e-05	0.0	2.1864e-05	0.0	0.0	0.0	6.32789e-05	9.96241e-05	1.12564e-05	0.0	3.24967e-05	5.81925e-05	4.25545e-05	0.000107937
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.00460663	0.000719679	0.000598504	0.0011296	0.00176631	0.000909284	0.00100069	0.00116387	0.00150298	0.00208812	0.00134853	0.00116106	0.0021718	0.00179441	0.00132877	0.000574992	0.00324762	0.000749218	0.00092997	0.000971798	0.000749822	0.000530524	0.00189792	0.00170651	0.00133781	0.000693006	0.000693548	0.00126813	0.000514854	0.00115018
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.00399621	0.00669536	0.00608019	0.0070451	0.00633567	0.00561153	0.00557087	0.0041991	0.00565746	0.00599006	0.00611642	0.00428734	0.00564944	0.00462473	0.00561474	0.00573898	0.00325431	0.0056226	0.00630813	0.00522656	0.00615043	0.00688378	0.00435019	0.00477114	0.00479048	0.00628283	0.00643165	0.00566683	0.0049588	0.00472238
SO4ASSIM-PWY: assimilatory sulfate reduction I	0.00403221	0.000629394	0.000446796	0.000750302	0.000810845	0.000910476	0.000301921	0.000852821	0.00138029	0.00144668	0.000623904	0.00248175	0.00109552	0.000391319	0.000982992	0.0010645	0.00268335	0.00129934	0.000593218	0.00106074	0.000765885	0.000505789	0.00154207	0.00144439	0.00111791	0.00133145	0.00124487	0.00119569	0.00251341	0.00131127
